profile_id,stop_depth_m,duration_air_min,duration_o2_min,can_enter_chamber
131,6,119,60,1
132,9,468,234,1
133,6,140,70,1
134,9,508,254,1
135,6,158,79,1
136,9,541,271,1
137,6,174,87,1
138,9,569,285,1
139,6,188,94,1
140,9,592,296,1
141,6,201,101,1
142,9,612,306,1
143,6,212,106,1
144,6,223,112,0
145,9,5,3,0
145,6,230,115,0
146,9,10,5,0
146,6,235,118,0
147,9,13,7,0
147,6,241,121,0
148,9,16,8,0
148,6,246,123,0
149,9,22,11,0
149,6,249,125,0
150,6,27,14,0
150,3,251,126,0
151,6,31,16,0
151,3,254,127,0
152,6,38,19,0
152,3,253,127,0
153,6,44,22,0
153,3,253,127,0
154,6,50,25,0
154,3,253,127,0
156,9,3,2,0
157,6,2,1,0
158,9,14,7,1
159,6,7,4,1
160,9,27,14,1
161,6,14,7,1
162,9,37,19,1
163,6,20,10,1
164,9,46,23,1
165,6,25,13,1
166,9,54,27,1
167,6,30,15,1
168,9,68,34,1
169,6,35,18,1
170,9,84,42,1
171,6,39,20,1
172,9,98,49,1
173,6,44,22,1
174,9,110,55,1
175,6,51,26,1
176,9,131,66,1
177,6,57,29,1
178,9,152,76,1
179,6,63,32,1
180,9,171,86,1
181,6,68,34,1
182,9,255,128,1
183,6,88,44,1
184,9,369,185,1
185,6,108,54,1
186,9,448,224,1
187,9,3,2,1
187,6,130,65,1
188,9,508,254,1
189,9,6,3,1
189,6,156,78,1
190,9,555,278,1
191,9,13,7,1
191,6,175,88,1
192,9,593,297,1
193,9,19,10,1
193,6,191,96,1
194,9,24,12,0
194,6,206,103,0
195,9,30,15,0
195,6,218,109,0
196,9,38,19,0
196,6,227,114,0
197,9,45,23,0
197,6,235,118,0
198,9,51,26,0
198,6,242,121,0
199,9,59,30,0
199,6,247,124,0
200,9,67,34,0
200,6,251,126,0
201,6,75,38,0
201,3,253,127,0
202,6,85,43,0
202,3,253,127,0
203,6,94,47,0
203,3,254,127,0
204,6,103,52,0
204,3,253,127,0
205,6,110,55,0
205,3,253,127,0
206,6,117,59,0
206,3,253,127,0
207,6,123,62,0
207,3,253,127,0
208,6,128,64,0
208,3,253,127,0
209,6,133,67,0
209,3,253,127,0
211,6,3,2,0
212,3,3,2,0
213,6,8,4,0
214,3,7,4,0
215,6,17,9,1
216,3,11,6,1
217,6,33,17,1
218,3,17,9,1
219,6,46,23,1
220,3,25,13,1
221,6,57,29,1
222,3,33,17,1
223,6,66,33,1
224,3,40,20,1
225,6,87,44,1
226,3,46,23,1
227,6,105,53,1
228,3,51,26,1
229,6,120,60,1
230,3,57,29,1
231,6,143,72,1
232,3,65,33,1
233,6,168,84,1
234,3,72,36,1
235,6,190,95,1
236,3,80,40,1
237,6,218,109,1
238,6,3,2,1
238,3,84,42,1
239,6,251,126,1
240,6,7,4,1
240,3,91,46,1
241,6,302,151,1
242,6,9,5,1
242,3,98,49,1
243,6,422,211,1
244,6,16,8,1
244,3,119,60,1
245,6,504,252,1
246,6,22,11,1
246,3,146,73,1
247,6,565,283,1
248,6,32,16,1
248,3,171,86,1
249,6,613,307,1
250,6,40,20,1
250,3,191,96,1
251,6,48,24,0
251,3,208,104,0
252,6,58,29,0
252,3,221,111,0
253,6,69,35,0
253,3,231,116,0
254,6,77,39,0
254,3,241,121,0
255,6,88,44,0
255,3,247,124,0
256,6,100,50,0
256,3,251,126,0
257,6,112,56,0
257,3,253,127,0
258,6,125,63,0
258,3,253,127,0
259,6,137,69,0
259,3,253,127,0
260,6,147,74,0
260,3,253,127,0
261,6,157,79,0
261,3,253,127,0
262,6,165,83,0
262,3,253,127,0
263,6,172,86,0
263,3,254,127,0
264,6,179,90,0
264,3,254,127,0
265,6,186,93,0
265,3,253,127,0
266,6,192,96,0
266,3,253,127,0
267,6,197,99,0
267,3,253,127,0
268,6,202,101,0
268,3,253,127,0
270,9,1,1,0
271,6,1,1,0
272,9,5,3,0
273,6,4,2,0
274,9,8,4,0
275,6,7,4,0
276,9,11,6,0
277,6,11,6,0
278,9,14,7,1
279,6,13,7,1
280,9,29,15,1
281,6,18,9,1
282,9,46,23,1
283,6,26,13,1
284,9,60,30,1
285,6,35,18,1
286,9,72,36,1
287,6,44,22,1
288,9,93,47,1
289,6,52,26,1
290,9,114,57,1
291,6,59,30,1
292,9,132,66,1
293,9,1,1,1
293,6,66,33,1
294,9,160,80,1
295,9,3,2,1
295,6,72,36,1
296,9,188,94,1
297,9,8,4,1
297,6,78,39,1
298,9,212,106,1
299,9,12,6,1
299,6,83,42,1
300,9,252,126,1
301,9,17,9,1
301,6,89,45,1
302,9,303,152,1
303,9,21,11,1
303,6,97,49,1
304,9,357,179,1
305,9,24,12,1
305,6,104,52,1
306,9,403,202,1
307,9,28,14,1
307,6,111,56,1
308,9,442,221,1
309,9,31,16,1
309,6,121,61,1
310,9,534,267,1
311,9,38,19,1
311,6,153,77,1
312,9,601,301,1
313,9,51,26,1
313,6,179,90,1
314,9,63,32,0
314,6,200,100,0
315,9,74,37,0
315,6,217,109,0
316,9,88,44,0
316,6,230,115,0
317,9,100,50,0
317,6,240,120,0
318,6,114,57,0
318,3,247,124,0
319,9,1,1,0
319,6,128,64,0
319,3,252,126,0
320,9,5,3,0
320,6,142,71,0
320,3,253,127,0
321,9,9,5,0
321,6,155,78,0
321,3,254,127,0
322,9,12,6,0
322,6,167,84,0
322,3,254,127,0
323,9,14,7,0
323,6,179,90,0
323,3,253,127,0
324,9,20,10,0
324,6,186,93,0
324,3,253,127,0
325,9,24,12,0
325,6,194,97,0
325,3,253,127,0
326,9,28,14,0
326,6,200,100,0
326,3,253,127,0
327,9,32,16,0
327,6,206,103,0
327,3,253,127,0
328,9,36,18,0
328,6,211,106,0
328,3,253,127,0
329,9,42,21,0
329,6,213,107,0
329,3,253,127,0
330,9,47,24,0
330,6,216,108,0
330,3,253,127,0
331,9,51,26,0
331,6,218,109,0
331,3,254,127,0
332,9,57,29,0
332,6,219,110,0
332,3,253,127,0
333,9,63,32,0
333,6,219,110,0
333,3,253,127,0
335,6,1,1,0
336,3,1,1,0
337,6,6,3,0
338,3,6,3,0
339,6,11,6,0
340,3,10,5,0
341,6,14,7,1
342,3,14,7,1
343,6,18,9,1
344,3,18,9,1
345,6,23,12,1
346,3,21,11,1
347,6,35,18,1
348,3,24,12,1
349,6,54,27,1
350,3,31,16,1
351,6,70,35,1
352,3,42,21,1
353,6,85,43,1
354,6,3,2,1
354,3,51,26,1
355,6,111,56,1
356,6,6,3,1
356,3,57,29,1
357,6,133,67,1
358,6,8,4,1
358,3,63,32,1
359,6,160,80,1
360,6,11,6,1
360,3,69,35,1
361,6,193,97,1
362,6,15,8,1
362,3,78,39,1
363,6,221,111,1
364,6,21,11,1
364,3,83,42,1
365,6,265,133,1
366,6,27,14,1
366,3,90,45,1
367,6,325,163,1
368,6,32,16,1
368,3,98,49,1
369,6,384,192,1
370,6,37,19,1
370,3,106,53,1
371,6,432,216,1
372,6,41,21,1
372,3,115,58,1
373,6,474,237,1
374,6,45,23,1
374,3,126,63,1
375,6,510,255,1
376,6,49,25,1
376,3,137,69,1
377,6,542,271,1
378,6,52,26,1
378,3,150,75,1
379,6,67,34,0
379,3,180,90,0
380,9,5,3,0
380,6,78,39,0
380,3,204,102,0
381,9,9,5,0
381,6,90,45,0
381,3,222,111,0
382,9,12,6,0
382,6,104,52,0
382,3,236,118,0
383,9,17,9,0
383,6,117,59,0
383,3,246,123,0
384,9,24,12,0
384,6,130,65,0
384,3,252,126,0
385,9,30,15,0
385,6,147,74,0
385,3,253,127,0
386,9,35,18,0
386,6,162,81,0
386,3,254,127,0
387,9,40,20,0
387,6,176,88,0
387,3,253,127,0
388,9,48,24,0
388,6,185,93,0
388,3,254,127,0
389,9,55,28,0
389,6,194,97,0
389,3,253,127,0
390,9,60,30,0
390,6,203,102,0
390,3,253,127,0
391,9,67,34,0
391,6,208,104,0
391,3,254,127,0
392,9,75,38,0
392,6,212,106,0
392,3,254,127,0
393,9,82,41,0
393,6,216,108,0
393,3,253,127,0
394,9,89,45,0
394,6,219,110,0
394,3,253,127,0
395,9,98,49,0
395,6,219,110,0
395,3,253,127,0
396,9,107,54,0
396,6,218,109,0
396,3,254,127,0
397,9,114,57,0
397,6,219,110,0
397,3,253,127,0
398,9,121,61,0
398,6,219,110,0
398,3,253,127,0
400,6,1,1,0
401,3,1,1,0
402,6,7,4,0
403,3,6,3,0
404,6,13,7,1
405,3,12,6,1
406,6,18,9,1
407,3,18,9,1
408,6,23,12,1
409,3,24,12,1
410,6,29,15,1
411,3,29,15,1
412,6,44,22,1
413,3,34,17,1
414,6,56,28,1
415,6,3,2,1
415,3,35,18,1
416,6,67,34,1
417,6,7,4,1
417,3,35,18,1
418,6,77,39,1
419,6,10,5,1
419,3,40,20,1
420,6,97,49,1
421,6,15,8,1
421,3,49,25,1
422,6,129,65,1
423,6,20,10,1
423,3,56,28,1
424,6,155,78,1
425,6,24,12,1
425,3,63,32,1
426,6,197,99,1
427,6,28,14,1
427,3,74,37,1
428,6,232,116,1
429,6,36,18,1
429,3,81,41,1
430,9,2,1,1
430,6,285,143,1
431,9,2,1,1
431,6,43,22,1
431,3,90,45,1
432,9,4,2,1
432,6,364,182,1
433,9,4,2,1
433,6,48,24,1
433,3,101,51,1
434,9,5,3,1
434,6,429,215,1
435,9,5,3,1
435,6,54,27,1
435,3,111,56,1
436,9,7,4,1
436,6,483,242,1
437,9,7,4,1
437,6,58,29,1
437,3,124,62,1
438,9,9,5,1
438,6,527,264,1
439,9,9,5,1
439,6,62,31,1
439,3,139,70,1
440,9,14,7,1
440,6,565,283,1
441,9,14,7,1
441,6,62,31,1
441,3,156,78,1
442,9,18,9,0
442,6,67,34,0
442,3,169,85,0
443,9,22,11,0
443,6,71,36,0
443,3,181,91,0
444,9,26,13,0
444,6,75,38,0
444,3,192,96,0
445,9,29,15,0
445,6,79,40,0
445,3,202,101,0
446,9,38,19,0
446,6,94,47,0
446,3,225,113,0
447,9,45,23,0
447,6,111,56,0
447,3,241,121,0
448,9,57,29,0
448,6,127,64,0
448,3,251,126,0
449,9,68,34,0
449,6,147,74,0
449,3,253,127,0
450,12,2,1,0
450,9,75,38,0
450,6,168,84,0
450,3,253,127,0
451,12,4,2,0
451,9,85,43,0
451,6,183,92,0
451,3,253,127,0
452,12,6,3,0
452,9,96,48,0
452,6,194,97,0
452,3,253,127,0
453,12,10,5,0
453,9,103,52,0
453,6,205,103,0
453,3,253,127,0
454,12,15,8,0
454,9,112,56,0
454,6,212,106,0
454,3,253,127,0
456,6,2,1,0
457,3,2,1,0
458,6,7,4,0
459,3,7,4,0
460,6,14,7,1
461,3,13,7,1
462,6,21,11,1
463,3,22,11,1
464,6,28,14,1
465,6,1,1,1
465,3,28,14,1
466,6,35,18,1
467,6,3,2,1
467,3,33,17,1
468,6,52,26,1
469,6,7,4,1
469,3,35,18,1
470,6,67,34,1
471,6,12,6,1
471,3,35,18,1
472,6,79,40,1
473,6,17,9,1
473,3,37,19,1
474,6,89,45,1
475,6,21,11,1
475,3,42,21,1
476,6,103,52,1
477,6,25,13,1
477,3,46,23,1
478,6,123,62,1
479,6,29,15,1
479,3,50,25,1
480,9,4,2,1
480,6,155,78,1
481,9,4,2,1
481,6,31,16,1
481,3,59,30,1
482,9,9,5,1
482,6,202,101,1
483,9,9,5,1
483,6,31,16,1
483,3,74,37,1
484,9,13,7,1
484,6,248,124,1
485,9,13,7,1
485,6,37,19,1
485,3,84,42,1
486,9,17,9,1
486,6,324,162,1
487,9,17,9,1
487,6,44,22,1
487,3,96,48,1
488,9,20,10,1
488,6,411,206,1
489,9,20,10,1
489,6,50,25,1
489,3,108,54,1
490,9,22,11,1
490,6,477,239,1
491,9,22,11,1
491,6,56,28,1
491,3,124,62,1
492,9,24,12,1
492,6,530,265,1
493,9,24,12,1
493,6,62,31,1
493,3,140,70,1
494,9,31,16,0
494,6,63,32,0
494,3,160,80,0
495,9,38,19,0
495,6,68,34,0
495,3,175,88,0
496,12,1,1,0
496,9,43,22,0
496,6,73,37,0
496,3,189,95,0
497,12,2,1,0
497,9,48,24,0
497,6,77,39,0
497,3,202,101,0
498,12,3,2,0
498,9,52,26,0
498,6,81,41,0
498,3,213,107,0
499,12,4,2,0
499,9,55,28,0
499,6,90,45,0
499,3,221,111,0
500,12,8,4,0
500,9,55,28,0
500,6,98,49,0
500,3,229,115,0
501,12,11,6,0
501,9,56,28,0
501,6,106,53,0
501,3,235,118,0
502,12,20,10,0
502,9,64,32,0
502,6,127,64,0
502,3,250,125,0
503,12,27,14,0
503,9,74,37,0
503,6,152,76,0
503,3,253,127,0
504,12,33,17,0
504,9,83,42,0
504,6,175,88,0
504,3,253,127,0
505,12,38,19,0
505,9,97,49,0
505,6,191,96,0
505,3,253,127,0
506,6,5,3,0
507,3,5,3,0
508,6,11,6,0
509,3,12,6,0
510,6,18,9,1
511,3,18,9,1
512,6,27,14,1
513,6,4,2,1
513,3,24,12,1
514,6,35,18,1
515,6,8,4,1
515,3,29,15,1
516,6,50,25,1
517,6,11,6,1
517,3,34,17,1
518,6,68,34,1
519,6,17,9,1
519,3,35,18,1
520,6,82,41,1
521,6,23,12,1
521,3,35,18,1
522,9,2,1,1
522,6,94,47,1
523,9,2,1,1
523,6,27,14,1
523,3,41,21,1
524,9,3,2,1
524,6,112,56,1
525,9,3,2,1
525,6,31,16,1
525,3,46,23,1
526,9,8,4,1
526,6,133,67,1
527,9,8,4,1
527,6,31,16,1
527,3,51,26,1
528,9,12,6,1
528,6,151,76,1
529,9,12,6,1
529,6,31,16,1
529,3,57,29,1
530,9,15,8,1
530,6,174,87,1
531,9,15,8,1
531,6,31,16,1
531,3,66,33,1
532,9,22,11,1
532,6,227,114,1
533,9,22,11,1
533,6,32,16,1
533,3,82,41,1
534,9,27,14,1
534,6,301,151,1
535,9,27,14,1
535,6,40,20,1
535,3,95,48,1
536,12,4,2,1
536,9,28,14,1
536,6,411,206,1
537,12,4,2,1
537,9,28,14,1
537,6,48,24,1
537,3,109,55,1
538,12,8,4,1
538,9,27,14,1
538,6,490,245,1
539,12,8,4,1
539,9,27,14,1
539,6,57,29,1
539,3,127,64,1
540,12,11,6,1
540,9,29,15,1
540,6,551,276,1
541,12,11,6,1
541,9,29,15,1
541,6,62,31,1
541,3,150,75,1
542,12,13,7,0
542,9,36,18,0
542,6,67,34,0
542,3,170,85,0
543,12,15,8,0
543,9,42,21,0
543,6,73,37,0
543,3,187,94,0
544,12,17,9,0
544,9,48,24,0
544,6,78,39,0
544,3,202,101,0
545,12,19,10,0
545,9,52,26,0
545,6,84,42,0
545,3,215,108,0
546,12,22,11,0
546,9,55,28,0
546,6,94,47,0
546,3,224,112,0
547,12,27,14,0
547,9,56,28,0
547,6,103,52,0
547,3,232,116,0
548,12,33,17,0
548,9,55,28,0
548,6,112,56,0
548,3,240,120,0
549,12,37,19,0
549,9,59,30,0
549,6,120,60,0
549,3,246,123,0
550,12,42,21,0
550,9,63,32,0
550,6,129,65,0
550,3,250,125,0
551,12,46,23,0
551,9,67,34,0
551,6,137,69,0
551,3,253,127,0
552,15,5,3,0
552,12,51,26,0
552,9,78,39,0
552,6,169,85,0
552,3,254,127,0
553,6,5,3,0
554,3,5,3,0
555,6,12,6,1
556,3,14,7,1
557,6,19,10,1
558,6,3,2,1
558,3,18,9,1
559,6,30,15,1
560,6,9,5,1
560,3,22,11,1
561,6,40,20,1
562,6,14,7,1
562,3,27,14,1
563,9,2,1,1
563,6,59,30,1
564,9,2,1,1
564,6,16,8,1
564,3,33,17,1
565,9,5,3,1
565,6,76,38,1
566,9,5,3,1
566,6,20,10,1
566,3,34,17,1
567,9,8,4,1
567,6,89,45,1
568,9,8,4,1
568,6,24,12,1
568,3,39,20,1
569,9,10,5,1
569,6,107,54,1
570,9,10,5,1
570,6,29,15,1
570,3,45,23,1
571,9,14,7,1
571,6,132,66,1
572,9,14,7,1
572,6,31,16,1
572,3,50,25,1
573,9,19,10,1
573,6,152,76,1
574,9,19,10,1
574,6,31,16,1
574,3,57,29,1
575,12,1,1,1
575,9,23,12,1
575,6,182,91,1
576,12,1,1,1
576,9,23,12,1
576,6,31,16,1
576,3,68,34,1
577,12,2,1,1
577,9,27,14,1
577,6,213,107,1
578,12,2,1,1
578,9,27,14,1
578,6,30,15,1
578,3,78,39,1
579,12,5,3,1
579,9,27,14,1
579,6,249,125,1
580,12,5,3,1
580,9,27,14,1
580,6,34,17,1
580,3,85,43,1
581,12,11,6,1
581,9,28,14,1
581,6,365,183,1
582,12,11,6,1
582,9,28,14,1
582,6,44,22,1
582,3,103,52,1
583,12,17,9,1
583,9,27,14,1
583,6,468,234,1
584,12,17,9,1
584,9,27,14,1
584,6,53,27,1
584,3,123,62,1
585,12,21,11,1
585,9,28,14,1
585,6,542,271,1
586,12,21,11,1
586,9,28,14,1
586,6,61,31,1
586,3,146,73,1
587,12,25,13,0
587,9,34,17,0
587,6,67,34,0
587,3,170,85,0
588,15,3,2,0
588,12,26,13,0
588,9,41,21,0
588,6,75,38,0
588,3,190,95,0
589,15,6,3,0
589,12,25,13,0
589,9,49,25,0
589,6,80,40,0
589,3,207,104,0
590,15,8,4,0
590,12,25,13,0
590,9,55,28,0
590,6,90,45,0
590,3,219,110,0
591,15,10,5,0
591,12,30,15,0
591,9,56,28,0
591,6,101,51,0
591,3,230,115,0
592,15,11,6,0
592,12,36,18,0
592,9,56,28,0
592,6,112,56,0
592,3,239,120,0
593,15,13,7,0
593,12,41,21,0
593,9,60,30,0
593,6,121,61,0
593,3,247,124,0
594,15,14,7,0
594,12,46,23,0
594,9,65,33,0
594,6,131,66,0
594,3,251,126,0
595,15,15,8,0
595,12,50,25,0
595,9,69,35,0
595,6,143,72,0
595,3,253,127,0
596,15,19,10,0
596,12,51,26,0
596,9,74,37,0
596,6,156,78,0
596,3,253,127,0
597,15,24,12,0
597,12,50,25,0
597,9,79,40,0
597,6,168,84,0
597,3,253,127,0
598,15,28,14,0
598,12,50,25,0
598,9,87,44,0
598,6,177,89,0
598,3,253,127,0
600,6,3,2,0
601,3,3,2,0
602,6,11,6,0
603,3,13,7,1
604,6,20,10,1
605,6,5,3,1
605,3,17,9,1
606,6,31,16,1
607,6,12,6,1
607,3,19,10,1
608,9,2,1,1
608,6,41,21,1
609,9,2,1,1
609,6,16,8,1
609,3,26,13,1
610,9,7,4,1
610,6,60,30,1
611,9,7,4,1
611,6,15,8,1
611,3,33,17,1
612,9,11,6,1
612,6,78,39,1
613,9,11,6,1
613,6,19,10,1
613,3,35,18,1
614,12,1,1,1
614,9,13,7,1
614,6,93,47,1
615,12,1,1,1
615,9,13,7,1
615,6,25,13,1
615,3,42,21,1
616,12,3,2,1
616,9,14,7,1
616,6,122,61,1
617,12,3,2,1
617,9,14,7,1
617,6,29,15,1
617,3,49,25,1
618,12,5,3,1
618,9,17,9,1
618,6,147,74,1
619,12,5,3,1
619,9,17,9,1
619,6,31,16,1
619,3,55,28,1
620,12,7,4,1
620,9,22,11,1
620,6,178,89,1
621,12,7,4,1
621,9,22,11,1
621,6,30,15,1
621,3,67,34,1
622,12,9,5,1
622,9,25,13,1
622,6,214,107,1
623,12,9,5,1
623,9,25,13,1
623,6,31,16,1
623,3,78,39,1
624,12,11,6,1
624,9,28,14,1
624,6,255,128,1
625,12,11,6,1
625,9,28,14,1
625,6,34,17,1
625,3,86,43,1
626,12,16,8,1
626,9,28,14,1
626,6,317,159,1
627,12,16,8,1
627,9,28,14,1
627,6,39,20,1
627,3,97,49,1
628,12,20,10,1
628,9,28,14,1
628,6,391,196,1
629,12,20,10,1
629,9,28,14,1
629,6,44,22,1
629,3,107,54,1
630,15,2,1,0
630,12,25,13,1
630,9,28,14,1
630,6,498,249,1
631,15,2,1,0
631,12,25,13,1
631,9,28,14,1
631,6,54,27,1
631,3,131,66,1
632,15,8,4,0
632,12,25,13,0
632,9,30,15,0
632,6,64,32,0
632,3,161,81,0
633,15,12,6,0
633,12,26,13,0
633,9,38,19,0
633,6,74,37,0
633,3,185,93,0
634,15,16,8,0
634,12,26,13,0
634,9,46,23,0
634,6,81,41,0
634,3,205,103,0
635,15,20,10,0
635,12,25,13,0
635,9,54,27,0
635,6,91,46,0
635,3,220,110,0
636,15,22,11,0
636,12,30,15,0
636,9,56,28,0
636,6,103,52,0
636,3,232,116,0
637,18,2,0,0
637,15,23,12,0
637,12,37,19,0
637,9,57,29,0
637,6,115,58,0
637,3,242,121,0
638,18,4,0,0
638,15,23,12,0
638,12,43,22,0
638,9,63,32,0
638,6,127,64,0
638,3,249,125,0
639,18,5,0,0
639,15,23,12,0
639,12,49,25,0
639,9,68,34,0
639,6,138,69,0
639,3,253,127,0
640,18,7,0,0
640,15,26,13,0
640,12,51,26,0
640,9,73,37,0
640,6,154,77,0
640,3,254,127,0
641,18,8,0,0
641,15,32,16,0
641,12,50,25,0
641,9,79,40,0
641,6,169,85,0
641,3,253,127,0
643,6,7,4,0
644,3,8,4,0
645,6,18,9,1
646,6,4,2,1
646,3,16,8,1
647,6,28,14,1
648,6,12,6,1
648,3,18,9,1
649,9,4,2,1
649,6,38,19,1
650,9,4,2,1
650,6,16,8,1
650,3,23,12,1
651,9,10,5,1
651,6,57,29,1
652,9,10,5,1
652,6,16,8,1
652,3,29,15,1
653,12,2,1,1
653,9,13,7,1
653,6,79,40,1
654,12,2,1,1
654,9,13,7,1
654,6,18,9,1
654,3,36,18,1
655,12,5,3,1
655,9,14,7,1
655,6,96,48,1
656,12,5,3,1
656,9,14,7,1
656,6,24,12,1
656,3,44,22,1
657,12,9,5,1
657,9,14,7,1
657,6,131,66,1
658,12,9,5,1
658,9,14,7,1
658,6,28,14,1
658,3,52,26,1
659,12,11,6,1
659,9,18,9,1
659,6,157,79,1
660,12,11,6,1
660,9,18,9,1
660,6,31,16,1
660,3,60,30,1
661,15,1,1,0
661,12,13,7,1
661,9,22,11,1
661,6,201,101,1
662,15,1,1,0
662,12,13,7,1
662,9,22,11,1
662,6,31,16,1
662,3,73,37,1
663,15,3,2,0
663,12,13,7,1
663,9,27,14,1
663,6,241,121,1
664,15,3,2,0
664,12,13,7,1
664,9,27,14,1
664,6,32,16,1
664,3,84,42,1
665,15,5,3,0
665,12,16,8,1
665,9,27,14,1
665,6,307,154,1
666,15,5,3,0
666,12,16,8,1
666,9,27,14,1
666,6,39,20,1
666,3,96,48,1
667,15,6,3,0
667,12,20,10,1
667,9,28,14,1
667,6,393,197,1
668,15,6,3,0
668,12,20,10,1
668,9,28,14,1
668,6,44,22,1
668,3,108,54,1
669,15,7,4,0
669,12,24,12,1
669,9,27,14,1
669,6,458,229,1
670,15,7,4,0
670,12,24,12,1
670,9,27,14,1
670,6,50,25,1
670,3,121,61,1
671,15,10,5,0
671,12,25,13,1
671,9,28,14,1
671,6,512,256,1
672,15,10,5,0
672,12,25,13,1
672,9,28,14,1
672,6,55,28,1
672,3,135,68,1
673,15,17,9,0
673,12,25,13,0
673,9,32,16,0
673,6,67,34,0
673,3,168,84,0
674,15,23,12,0
674,12,25,13,0
674,9,41,21,0
674,6,77,39,0
674,3,193,97,0
675,18,5,0,0
675,15,23,12,0
675,12,25,13,0
675,9,50,25,0
675,6,86,43,0
675,3,215,108,0
676,18,9,0,0
676,15,23,12,0
676,12,28,14,0
676,9,56,28,0
676,6,101,51,0
676,3,229,115,0
677,18,12,0,0
677,15,23,12,0
677,12,36,18,0
677,9,57,29,0
677,6,114,57,0
677,3,242,121,0
678,18,15,0,0
678,15,23,12,0
678,12,43,22,0
678,9,64,32,0
678,6,127,64,0
678,3,249,125,0
679,18,17,0,0
679,15,23,12,0
679,12,50,25,0
679,9,69,35,0
679,6,141,71,0
679,3,253,127,0
680,18,19,0,0
680,15,28,14,0
680,12,51,26,0
680,9,75,38,0
680,6,159,80,0
680,3,253,127,0
682,6,4,2,0
683,3,4,2,0
684,6,13,7,1
685,6,3,2,1
685,3,12,6,1
686,9,1,1,1
686,6,24,12,1
687,9,1,1,1
687,6,9,5,1
687,3,17,9,1
688,9,5,3,1
688,6,33,17,1
689,9,5,3,1
689,6,14,7,1
689,3,20,10,1
690,12,1,1,1
690,9,11,6,1
690,6,51,26,1
691,12,1,1,1
691,9,11,6,1
691,6,15,8,1
691,3,27,14,1
692,12,4,2,1
692,9,14,7,1
692,6,75,38,1
693,12,4,2,1
693,9,14,7,1
693,6,16,8,1
693,3,35,18,1
694,12,9,5,1
694,9,14,7,1
694,6,96,48,1
695,12,9,5,1
695,9,14,7,1
695,6,21,11,1
695,3,46,23,1
696,15,1,1,0
696,12,13,7,1
696,9,13,7,1
696,6,135,68,1
697,15,1,1,0
697,12,13,7,1
697,9,13,7,1
697,6,28,14,1
697,3,53,27,1
698,15,4,2,0
698,12,13,7,1
698,9,17,9,1
698,6,169,85,1
699,15,4,2,0
699,12,13,7,1
699,9,17,9,1
699,6,31,16,1
699,3,64,32,1
700,15,7,4,0
700,12,12,6,1
700,9,23,12,1
700,6,216,108,1
701,15,7,4,0
701,12,12,6,1
701,9,23,12,1
701,6,31,16,1
701,3,78,39,1
702,15,9,5,0
702,12,13,7,1
702,9,27,14,1
702,6,271,136,1
